缺陷证据表 / Defect-Level Evidence,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Study ID,Article Title,Defect Code,Major Category,Subcategory,Coverage,Evidence Statement / 证据,Evidence Location,Impact Category,Evidence Provenance,Notes,列1,列2,列3,列4,列5,列6
TBD,DiscoFuzzer: Discontinuity-based Vulnerability Detector for Robotic Systems,BSE,REL,SEM,Full,"DiscoFuzzer treats discontinuous or unexpected changes in robotic outputs as correctness anomalies. It calculates first and second derivatives, checks whether past inputs improperly dominate current states, and detects output fields that change contrary to their normal input–output relationships. The motivating example detects uncontrolled rapid joint rotation caused by failure to enforce a physical constraint. Its discontinuity analysis detected 63 distinct issues, including six previously unknown issues.","Abstract; Sec. 2 and Fig. 1, pp. 2–4; Sec. 4.2, pp. 6–7; Sec. 5.3 and Fig. 4, p. 9",IMP-FA,EP-HIST; EP-OBS,"Primary code. The method directly targets violations of physical continuity and expected robotic behavior. The paper calls these findings vulnerabilities, but the evaluated root cause is primarily internal behavioral correctness rather than missing authorization or another security policy.",,,,,,
TBD,DiscoFuzzer: Discontinuity-based Vulnerability Detector for Robotic Systems,GPE,REL,CODE,Partial,"The paper explicitly discusses memory-overflow effects, floating-point calculation errors, division values tending toward infinity, propagation of NaN/infinity and process crashes. DiscoFuzzer includes a separate crash detector, which identified 22 distinct issues. However, the paper does not describe the implementation root cause of each detected benchmark issue, so crashes alone are insufficient for Full GPE coverage.","Sec. 2.2, p. 4; Secs. 4.2–4.3, pp. 6–7; Sec. 5.3, p. 9",IMP-OA; IMP-FA,EP-OBS,"Partial because the capability and observed failure manifestations are explicit, but detailed source-level root causes are mainly stored in external issue trackers and an unavailable benchmark JSON file.",,,,,,
TBD,Enhancing ROS System Fuzzing through Callback Tracing,GPE,REL,CODE,Full,"R2D2 discovered 39 previously unknown implementation defects: 23 memory-related defects and 16 concurrency-related defects. Table 1 explicitly reports OOM, buffer overflows, use-after-free, segmentation faults, double-free, null-pointer dereferences, memory leaks, data races, and deadlocks in ROS 2 runtime components and applications. Eight defects were confirmed and six were fixed.","Sec. 3, p. 78; Sec. 5.2 and Table 1, pp. 82–83; Fig. 8, p. 83",IMP-OA; IMP-FA,EP-OBS,"Primary code. Generic races and deadlocks are classified as GPE under the manual unless their root cause is specifically an executor, callback-group, queue, or scheduling configuration fault.",,,,,,
TBD,Enhancing ROS System Fuzzing through Callback Tracing,SEF,REL,CODE,Partial,"The paper analyzes a ROS executor scheduling fault in which low- and high-priority mutex operations share wait_mutex_, delaying timer insertion and producing irregular callback timing. R2D2 consequently monitors callback execution latency, scheduling latency, callback ordering, and message throughput as indicators of runtime state. However, the evaluated 39 new defects are reported mainly as memory and generic concurrency bugs rather than as a separately validated scheduling-fault category.","Sec. 3 and Fig. 2, pp. 78–79; Secs. 4.1–4.2 and Figs. 4–6, pp. 80–81",IMP-OA; IMP-FA,EP-HIST,Partial because the executor-scheduling fault is an externally existing ROS issue used to motivate the approach; the paper does not establish timing or scheduling fault detection as an independently evaluated output category.,,,,,,
TBD,Property-Based Testing for the Robot Operating System,ICF,REL,SEM,Full,"The paper identifies ROS component orchestration as a common source of bugs: developers must use configuration files, topic and service names, namespaces, launch files, and remappings to ensure that nodes communicate through the intended interfaces. The proposed generator extracts the computation graph with HAROS, identifies open input and output topics, generates matching publishers and subscribers, and checks that the runtime ROS interface remains stable.","Abstract and Sec. 1, pp. 56–57; Secs. 2.2–2.3, p. 58; Secs. 3–3.2, pp. 59–60; Conclusion, p. 62",IMP-FA,EP-PROP,Primary code. The method directly verifies node/topic integration and expected computation-graph structure. The evidence is primarily an implemented architectural property rather than a reported real-world misconfiguration.,,,,,,
TBD,Property-Based Testing for the Robot Operating System,BSE,REL,SEM,Full,"The generated tests support user-defined behavioral, historical, and temporal contracts relating received messages to expected outputs. In the Kobuki experiment, the authors specify a safety-controller property connecting bumper, cliff and wheel-drop sensor states to velocity commands; Hypothesis automatically generates a minimal message sequence that falsifies the property.","Sec. 1, pp. 56–57; Sec. 3.2, p. 60; Sec. 3.3 and Figs. 9–11, pp. 60–61",IMP-FA,EP-PROP,"The counterexample validates property-checking capability. The property was intentionally simplified for illustration, so it does not establish the prevalence of a real Kobuki defect.",,,,,,
TBD,Property-Based Testing for the Robot Operating System,GPE,REL,CODE,Partial,"The test framework attempts to generate message sequences that crash a configuration and includes a default liveness property requiring all tested nodes to remain alive and responsive. However, the preliminary evaluation does not report a concrete crash, exception, memory error, or source-level implementation defect.","Sec. 1, p. 57; Sec. 3.1, p. 59; Sec. 3.2, p. 60",IMP-OA,EP-CLAIM,"Partial only. Node termination is an observable consequence, but no specific GPE root cause is demonstrated.",,,,,,
TBD,Checking consistency of robot software architectures in ROS,ICF,REL,SEM,Full,"ROS nodes connect implicitly through named topics and services. Incorrect launch configuration can therefore create disconnected components, unintended connections, missing publishers, incorrect remappings, or incompatible topic and service relationships. The proposed tool reconstructs the expected ROS graph from launch files and sandboxed node execution, and reports publishers and subscribers so that inconsistencies such as subscribed but unpublished topics can be detected.","Abstract; Sec. 1.1, pp. 1–2; Sec. 3 and Fig. 1, p. 3; Sec. 3.5, p. 6; Sec. 4, Tables 1–3, pp. 6–7",IMP-FA / IMP-OA,EP-PROP,Full because architectural consistency is the direct study target and an implemented prototype is evaluated. The evaluation mainly validates node-graph reconstruction accuracy rather than measuring precision and recall on a benchmark of independently reported configuration defects.,,,,,,
TBD,Static-time Extraction and Analysis of the ROS Computation Graph,ICF,REL,SEM,Full,"The paper directly targets ROS orchestration and interface consistency. Its queries detect publisher/subscriber message-type mismatches, disconnected topics with similar names, missing or incorrect name remappings, problematic global ROS names, conditional endpoints, and whether nodes are connected transitively to the robot base. The authors report that use of global ROS names was an actual issue in AgRob V16 and that the tool helped correct it.","Abstract and Sec. I, pp. 62–63; Sec. III-C, pp. 65–66; Sec. IV-B and Figs. 9–10, pp. 67–68",IMP-FA,EP-OBS,Primary code. The defects arise from incorrect relationships and bindings between ROS entities rather than from robot-domain semantics or generic source-code logic.,,,,,,
TBD,Static-time Extraction and Analysis of the ROS Computation Graph,SEF,REL,CODE,Partial,"The query catalogue checks for unbounded message queues and queues of size one. The paper explains that unbounded queues may exhaust memory, while size-one queues may cause message loss. Several size-one queues were observed in AgRob V16, mainly in third-party packages, but the study did not execute experiments showing actual queue overflow, missed deadlines, or runtime failure.","Sec. IV-B, p. 67",IMP-RE; IMP-FA,EP-OBS,"Partial because risky queue configurations are explicitly identified, but their runtime consequences are not directly evaluated.",,,,,,
TBD,Verification of System-Wide Safety Properties of ROS Applications,BSE,REL,SEM,Full,"The method directly verifies behavioral and domain-semantic safety properties relating sensor messages, operating modes, command values and actuator behavior. In AgRob V16, model checking showed that the property requiring in-place rotation during autonomous path-following to be justified by laser obstacle detection did not hold: accumulated localization errors could cause the PathPlanner to issue a rotation command even though no laser obstacle message existed.","Abstract; Sec. II and Figs. 5–8, pp. 7249–7250; Sec. IV, Figs. 14–15 and Table I, pp. 7253–7254",IMP-FA,EP-PROP,"Primary code. The property was developed with AgRob V16 domain experts and a concrete counterexample was produced by bounded model checking. Because the issue was not independently reproduced at runtime, the evidence establishes property coverage rather than real-world defect prevalence.",,,,,,
TBD,A Framework for Quality Assessment of ROS Repositories,GPE,REL,CODE,Full,"HAROS performs static analysis of ROS source repositories and reports source-code quality metrics, quality-threshold violations and violations of C++ coding standards. Its plug-ins wrap tools such as Cppcheck and roslint and support approximately 120 coding rules. Evaluation on 180 ROS packages identified overly complex, tightly coupled and insufficiently documented code, together with large numbers of ROS C++ coding-standard violations.","Abstract and Sec. I, pp. 1–2; Sec. IV-C and Table I, pp. 4–5; Sec. V and Table II, pp. 5–6; Sec. VI, p. 6",IMP-FA,EP-OBS,Full because source-code quality and potential implementation defects are the direct analysis target and the implemented tool is applied to real public ROS repositories. The study primarily measures defect indicators rather than confirmed runtime bugs.,,,,,,
TBD,ROSInfer: Statically Inferring Behavioral Component Models for ROS-based Robotics Systems,ICF,REL,SEM,Full,"The paper defines behavioral architectural composition bugs as failures caused by inconsistent component composition and manifested through inter-component communication. In the motivating Autoware.AI case, lattice_trajectory_gen requires an odom_pose input before it can periodically publish its output, but no component sends the required message, causing the component to wait indefinitely. ROSInfer recovered the required trigger and detected this defect, together with autoware-03 and autoware-10, whose important behaviors also depended on required inputs not connected to publishers.","Sec. 1, pp. 1–2; Sec. 2.3 and Figs. 1–2, p. 3; Sec. 5.3, pp. 10–11",IMP-FA,EP-HIST; EP-OBS,"Primary code. The behavior model exposes that an input is required, but the underlying fault is a missing publisher–subscriber connection or missing endpoint in the system composition, which falls under ICF.",,,,,,
TBD,Towards Automatic Inference of Behavioral Component Models for ROS-Based Robotics Systems,BSE,REL,SEM,Full,"The paper identifies behavioral architectural composition bugs arising when ROS components make undocumented assumptions about initialization messages, internal states, input-output causality or publication frequency. ROSInfer reconstructs reactive, periodic and state-dependent component behavior from ROS API calls, state variables and control flow. It was evaluated on five real-world ROS systems comprising 534 components, using 155 manually constructed behavioral models as ground truth, and reports precision and recall for periodic, reactive and state-dependent behavior. The inferred models have already enabled the automatic detection of three real-world bugs.","Sec. 1, p. 1; Sec. 2.1 and Fig. 1, p. 2; Sec. 2.2, p. 3; Sec. 2.4, p. 4",IMP-FA,EP-OBS,Full because behavioral composition defects are the direct research object and the completed static-analysis component is empirically evaluated. The proposed injected-bug and developer-study evaluations are not counted as completed evidence.,,,,,,
TBD,Lightweight Detection of Physical Unit Inconsistencies without Program Annotations,BSE,REL,SEM,Full,"The study defines unit inconsistencies as operations that violate physical dimensional semantics, including assigning meters to a meters-per-second field, comparing linear and angular velocity, and adding force-derived and torque-derived quantities. Its static-analysis tool propagates units from ROS shared message libraries and detects inconsistent assignment, addition and comparison. Evaluation on 213 ROS systems found inconsistencies in 24 systems, with an 87% true-positive rate for high-confidence findings.","Abstract and Sec. 1, pp. 1–2; Sec. 2.2, pp. 3–4; Sec. 3 and Algorithm 1, pp. 3–7; Sec. 5, Tables 2–4, pp. 7–9; Sec. 7, p. 10",IMP-FA,EP-OBS,"Full because physical-unit inconsistency is the direct defect target, the tool is implemented, and defects are detected in real ROS repositories. One reported Romeo robot defect was acknowledged and patched by its developers.",,,,,,
TBD,"Phriky-Units: A Lightweight, Annotation-Free Physical Unit Inconsistency Detection Tool",BSE,REL,SEM,Full,"Phriky-Units detects three forms of physical-unit semantic inconsistency in ROS C++ programs: addition or subtraction of incompatible units, comparison of incompatible units, and assignment of multiple incompatible units to the same variable. The tool associates ROS message fields with physical units, propagates the units through expressions and reports violations of dimensional-analysis rules. The paper reports 217 findings across 213 projects and an 87% true-positive rate for high-confidence findings.","Abstract and Sec. 1, p. 1; Fig. 2 and Sec. 2, pp. 1–3; Sec. 4, Figs. 4–5, pp. 3–4",IMP-FA,EP-OBS,"Full defect coverage, but the empirical results are reused from the authors’ longer companion paper rather than generated by an independent evaluation in this publication.",,,,,,
TBD,Phys: Probabilistic Physical Unit Assignment and Inconsistency Detection,BSE,REL,SEM,Full,"Phys detects violations of physical-unit semantics, including addition or subtraction of incompatible units, comparison of incompatible units, assignments between different units and inconsistent units supplied to the same function argument. It probabilistically infers units from ROS message definitions, dataflow, variable names, mathematical expressions, known symbols and conversion patterns. Evaluation on ROS C++ files shows that Phys infers units for 159.3% more variables than Phriky and detects 103.3% more inconsistencies, while maintaining an overall reported true-positive rate of approximately 85.3%.","Abstract and Sec. 1, pp. 1–2; Sec. 2.1, pp. 2–3; Secs. 3–4 and Figs. 1–3, pp. 3–7; Sec. 5 and Tables 4–7, pp. 7–10",IMP-FA,EP-OBS,"Full because physical-unit inconsistency is the direct defect target, the method is implemented and real inconsistencies are identified in public ROS software. The expanded evaluation reports 156 true-positive inconsistencies in 45 files, compared with 75 found by Phriky.",,,,,,
TBD,PhysFrame: Type Checking Physical Frames of Reference for Robotic Systems,BSE,REL,SEM,Full,"PhysFrame models physical frames and transformations as types and detects violations involving incorrect transform values, axis-orientation conventions, transform directions, and physical-frame semantics. The motivating ORB-SLAM2 case omits the final conversion from RDF back to ROS FLU orientation, producing a transform that can cause downstream robot misbehavior. The evaluation directly reports incorrect-transform findings and violations of common frame conventions.","Sec. 2.3, pp. 47–48; Sec. 3, pp. 48–49; Sec. 4.2.3, pp. 52–53; Tables 3 and 5, pp. 53–54",IMP-FA,EP-OBS,"Primary code. Although the defect is implemented in C/C++ code, the root cause is incorrect physical and coordinate-frame semantics, so it is BSE rather than GPE.",,,,,,
TBD,PhysFrame: Type Checking Physical Frames of Reference for Robotic Systems,ICF,REL,SEM,Full,"PhysFrame explicitly detects malformed relationships and configuration bindings among ROS frames, including multiple parents or cycles in the TF tree, incorrect TF-tree ordering, missing frame or child-frame identifiers, redundant transforms, and reversed transform naming. These faults are directly evaluated on 180 public ROS projects, and several findings were fixed or acknowledged by developers.","Sec. 2.2, pp. 46–47; Sec. 4.2.3, pp. 52–53; Sec. 5.1–5.2, pp. 53–54; Tables 3–4, pp. 53–54",IMP-FA,EP-OBS,"Independent secondary defect family. These cases concern frame relationships, identifiers, TF-tree contracts, and launch/source configuration rather than the physical values of the transformation.",,,,,,
TBD,SA4U: Practical Static Analysis for Unit Type Error Detection,BSE,REL,SEM,Full,"SA4U detects unit-type errors involving incompatible physical units, scale differences within the same dimension, and mismatched reference frames. Examples include subtracting meters from centimeters, confusing microseconds with other timestamp representations, and processing coordinates expressed in an unsupported reference frame. Evaluation on ArduPilot and PX4 identified 14 previously unknown errors and detected five of six selected historical errors.","Abstract and Sec. 1, pp. 1–2; Sec. 2 and Figs. 1–3, pp. 2–4; Secs. 3–4 and Fig. 4, pp. 4–7; Sec. 5 and Tables 3–6, pp. 7–9; Sec. 6, pp. 9–10",IMP-FA / IMP-OA,EP-OBS,"Full defect coverage in the broader robotic-software domain, but not direct evidence about ROS. Fourteen newly reported bugs constitute EP-OBS; the six previously known bugs provide additional historical validation.",,,,,,
TBD,UPPAAL-Based Modeling and Verification of ROS 2 Multi-threaded Execution and Operating System Reservations,SEF,REL,CODE,Full,"The study directly models and verifies ROS 2 multi-threaded executor scheduling, callback-group mutual exclusion, ready-set resetting, callback blocking, starvation risk, and delays introduced by underlying OS reservations. Experiments show that using two mutually exclusive executor threads can produce higher callback latency than one thread; lower-priority callbacks may be repeatedly blocked by newly released higher-priority callbacks, potentially leading to starvation. UPPAAL timed-automata templates calculate worst-case callback latency and reproduce the observed ROS 2 execution traces.","Sec. 1, PDF pp. 4–5; Secs. 3.3–3.5, PDF pp. 11–15; Sec. 4.2, PDF pp. 16–18, Figs. 8–9 and Tables 1–2; Secs. 4.3–4.4, PDF pp. 18–20, Fig. 10",IMP-FA,EP-OBS,"The strongest evidence is the callback-latency and execution-order behavior observed in real ROS 2 test-system traces. The operating-system reservation extension is evaluated using synthetic traces and manual calculations, so that part has weaker independent grounding. Do not assign a vulnerability code merely because the paper uses the word “vulnerabilities”; the root cause is ROS executor scheduling and runtime execution behavior.",,,,,,
TBD,A Model-Based Methodology for Automated Verification of ROS 2 Systems,SEF,REL,CODE,Partial,"The methodology explicitly targets ROS 2 executor-related timing and execution faults, particularly callback blocking, excessive callback latency, insufficient input-buffer capacity, buffer overflow, and missed callback instances. It derives callback release times, execution times, periods, and buffer sizes from ROS2_tracing, transforms them through Eclipse metamodels, and generates UPPAAL models intended to verify these properties. However, the proof-of-concept evaluation primarily validates trace extraction, model transformations, and generation of executable UPPAAL code; it does not present a directly evaluated fault-triggering case or a demonstrated latency/buffer property violation in the studied example.","Abstract, PDF p. 1; Sec. 1.1, PDF p. 2; Secs. 2.3–2.4, PDF p. 3; Secs. 3.1–3.2 and Figs. 3–4, PDF pp. 4–6; Sec. 4.2, PDF p. 7; Sec. 6, PDF pp. 7–8",IMP-FA,EP-CLAIM,"Partial, rather than Full, because the paper directly proposes automation for SEF verification but does not independently demonstrate an actual callback-blocking, buffer-overflow, or missed-instance defect in its proof-of-concept evaluation. The concrete defect evidence is largely inherited from the authors’ earlier executor studies and UPPAAL templates.",,,,,,
TBD,Formal Verification of ROS-based Robotic Applications using Timed-Automata,SEF,REL,CODE,Full,"The paper directly studies faults caused by ROS queue sizes, publisher rates, subscriber spin rates, callback execution times, communication delays, and callback timeouts. UPPAAL verification shows that unsuitable parameter combinations cause publisher or subscriber queue overflow. In the Kobuki case study, overflow can replace safety-critical sensor messages before they are processed, while priority and timeout configurations can prevent RandomWalker velocity commands from ever reaching the robot motor.","Sec. IV-A–C, pp. 46–47; Sec. V-A–C, pp. 47–50; Table I, p. 48; Figs. 5–6, pp. 48–50",IMP-FA,EP-PROP,Primary and only defect code. The violations are demonstrated through author-defined safety and liveness properties over timed-automata models. They are not validated through physical robot execution.,,,,,,
TBD,Pattern-based verification of ROS 2 applications using UPPAAL,SEF,REL,CODE,Full,"The paper directly verifies faults arising from ROS 2 executor scheduling, callback execution latency, callback blocking, and insufficient input or output buffer sizes. A buffer overflow causes callback instances or messages to be missed. In SC2, the model checker detects a buffer overflow under ExV2, and the result corresponds to the actual ROS 2 execution. The approach also computes worst-case callback latency and generates counterexample traces for potentially problematic scheduling paths. SC3 separately demonstrates output-buffer overflow under different buffer sizes, delays, and jitter values.","Sec. 2.1, pp. 314–316; Sec. 3.1–3.2, pp. 317–320; Sec. 4, pp. 320–324; Sec. 5.1.1, pp. 324–325; Sec. 6, pp. 325–330; Tables 2 and 4",IMP-FA,EP-SEED,"The evaluated scenarios are author-constructed ROS 2 benchmark configurations. SC1 and SC2 are additionally checked against actual ROS 2 execution traces, but the fault-triggering configurations remain synthetic experimental cases.",,,,,,
TBD,Verifying ROS-Based Applications Using Timed and Stochastic Timed Automata,SEF,REL,CODE,Full,"The paper directly analyzes ROS scheduling and execution faults involving callback/task priorities, processing windows, periodic and subscription-triggered jobs, WCET/BCET variation, task queues and probabilistic system load. It verifies the maximum end-to-end reaction time from sensor release to actuator completion. The analysis shows that variable execution times may counterintuitively increase the worst-case reaction time, and that increasing the number or load of camera-processing chains can cause the required reaction-time bound of 850 time units to be violated.","Sec. 2.1, pp. 297–298; Sec. 3.3, pp. 303–304; Sec. 4, pp. 304–309; Sec. 5, pp. 309–310; Sec. 6, pp. 310–312; Sec. 7, pp. 312–316; Tables 3 and 5–8",IMP-FA,EP-PROP,"Primary and only defect code. Deadline violations and maximum-reaction-time properties are defined and evaluated over author-created formal models. Validation against the previously published simulation benchmark supports semantic consistency, but does not establish that the modeled deadline violations occurred in a deployed ROS 2 system.",,,,,,
TBD,DiNeROS: A Model-Driven Framework for Verifiable ROS Applications with Petri Nets,SEF,REL,CODE,Full,"DiNeROS explicitly models the bounded outgoing publisher queue, node-level dispatcher queue, and subscriber callback queue. Overflow transitions are inserted into the flattened Petri net and checked through reachability analysis. In the case study, increasing the number of objects without consistently adjusting queue capacities causes controller-side overflow; another configuration causes the user-interface callback queue to overflow when communication is delayed.","Sec. II, p. 792; Sec. V-C and V-E, pp. 795–797; Sec. VI-A.1–A.2, p. 798; Figs. 5 and 9",IMP-FA,EP-SEED,"Primary code. The faults are constructed by changing object counts, queue capacities, and communication conditions in the case-study model. Queue overflow and callback-message loss belong to SEF rather than ICF.",,,,,,
TBD,DiNeROS: A Model-Driven Framework for Verifiable ROS Applications with Petri Nets,BSE,REL,SEM,Full,"The evaluation introduces an input condition Danger ∧ ¬Danger, which permanently disables the associated transition and makes the unsafe state unreachable after initialization. A second condition makes PickSuccess constantly false, preventing the pick service from returning and thereby blocking all robots. Both faults are detected through reachability and LTL analysis of the Petri-net model.","Sec. V-C.3, pp. 796–797; Sec. VI-A.3, pp. 798–799; Fig. 7; Fig. 9",IMP-FA; IMP-OA,EP-SEED,"Independent secondary fault family. The root cause is an invalid behavioral condition or workflow predicate, not a ROS interface or generic source-code error.",,,,,,
TBD,Distributed Petri Nets for Model-Driven Verifiable Robotic Applications in ROS,ICF,REL,SEM,Full,"The paper directly models and verifies structural and communication relationships among ROS nodes, topics, services, publishers, subscribers, clients, and servers. Its Net Analyzer searches Petri-net state spaces for publisher, dispatcher, and subscriber queue overflow; unused topic channels; services that are never called or never return; and nodes whose transitions are all dead. In the evaluated scenario, developers add two new object types and modify publisher-side capacities without correspondingly increasing the subscriber-side capacity. DiNeROS reaches a state in which the topic overflow transition is enabled, thereby detecting the inconsistent communication configuration.","Secs. 5.3–5.5, journal pp. 539–545 / PDF pp. 9–15; Sec. 7.1 and Algorithms 1–3, journal pp. 548–549 / PDF pp. 18–19; Sec. 9.2.1, journal p. 552 / PDF p. 22",IMP-FA,EP-SEED,"ICF, rather than SEF, because the demonstrated overflow originates from inconsistent topic-channel capacity configuration across communicating components. It is not caused by a long-running callback, executor scheduling, or runtime queue starvation. The defect scenario is deliberately constructed by the authors.",,,,,,
TBD,Distributed Petri Nets for Model-Driven Verifiable Robotic Applications in ROS,BSE,REL,SEM,Full,"The study directly evaluates invalid behavioral and logical conditions in the Petri-net workflow. An unsatisfiable condition such as Danger ∧ ¬Danger permanently disables the associated transition and prevents the safety model from returning to the unsafe state. A second example makes ICPickSuccess constantly false, preventing the pick service from returning and blocking the robots. In the case-study scenario, changing the sensor signal clause to an unsatisfiable expression causes the Sensor and Pick services never to return, the Place service never to be called, the UI topic to remain unused, and ultimately blocks the complete application.","Sec. 7.2, journal p. 549 / PDF p. 19; Sec. 9.2.2, journal p. 552 / PDF p. 22",IMP-OA,EP-SEED,"The root cause is an unsatisfiable domain or workflow condition, not incorrect ROS endpoint wiring. Therefore, this distinct fault family is coded as BSE. The downstream service and topic failures are consequences of the invalid behavioral condition and should not be counted again as separate ICF instances for this scenario.",,,,,,
TBD,Formal Verification of ROS Based Systems Using a Linear Logic Theorem Prover,ICF,REL,SEM,Full,"The study directly verifies ROS computational-graph consistency and compatibility properties, including idle publishers and subscribers, publisher–subscriber type consistency, multiple publishers to the same topic, compatibility of newly added components, and whether the graph can realize a required behavior. In the evaluated bad design, the authors remove the cmd_vel_mux node and connect velocity outputs from both kobuki_keyop and kobuki_safety_controller directly to the mobile-base velocity topic. The theorem prover cannot prove the original single-command behavior property, exposing an architectural interaction flaw that may result in unpredictable robot behavior.","Sec. I, PDF p. 1; Sec. IV-A, PDF pp. 3–4, Figs. 2–5; Sec. IV-B, PDF pp. 4–5, Figs. 6–7",IMP-FA,EP-SEED,"ICF is preferred over BSE for this fault instance because its earliest root cause is the removal of an arbitration component and the resulting incorrect relationship among publishers, topic, and subscriber. The unpredictable motion is the consequence, not the root-cause category.",,,,,,
TBD,Formal Verification of ROS Based Systems Using a Linear Logic Theorem Prover,BSE,REL,SEM,Full,"The dynamic verification experiment encodes three behavioral safety rules that classify which combinations of bumper, wheel-drop, and cliff sensor states are acceptable. The authors inject a stuck-on fault into the center bumper signal. After the simulated robot collides, it cannot recover and moves incorrectly; the sensor monitor marks the signal as faulty, the linear-logic verifier determines that the weakest safety rule is no longer satisfied, and the system disables the robot by unloading the velocity multiplexer. This is a distinct behavioral-property and sensor-semantics fault family.","Sec. V-A, PDF pp. 4–5, Figs. 8–9; Sec. V-B, PDF pp. 5–6, definitions of SR1–SR3; Sec. V-C, PDF p. 6",IMP-FA,EP-SEED,The injected sensor fault is coded BSE because verification is based on explicit domain and behavioral safety constraints over sensor meanings. The monitor and shutdown response are detection and mitigation mechanisms. The authors explicitly describe this experiment as a proof of concept rather than a certified functional-safety system.,,,,,,
TBD,Formal Analysis and Detection for ROS2 Communication Security Vulnerability,ROS2-ICAPP,VUL,I,Full,"In the SROS2 experiment, unauthenticated attacker nodes are blocked, whereas attacker nodes that have become authorized can successfully execute all seven topic, service, and action attacks. The authors attribute this result to the absence of a reliable mechanism for remotely transmitting SROS2 security profiles: intercepted profiles can be reused to achieve identity authentication and gain communication privileges.","Sec. 6.2.2, pp. 17–18; Table 2, p. 18",IMP-DS; IMP-DT,EP-OBS,Primary code. The experiment directly analyzes insufficient protection of SROS2 security profiles and the resulting authenticated privilege abuse.,,,,,,
TBD,Formal Analysis and Detection for ROS2 Communication Security Vulnerability,ROS2-MPIB,VUL,I,Full,"ROS2Tester obtains the target topic name and type, creates a malicious publisher in the same communication domain, constructs a forged message, and publishes it to the target topic. All subscribers receive the false message. The attack succeeds in default ROS 2 and also succeeds against SROS2 when the attacker has an authorized identity.","Sec. 3.1(3), p. 4; Sec. 4.1.1–4.1.2, pp. 7–8; Sec. 5.3.1, pp. 13–14; Table 2, p. 18",IMP-DT,EP-OBS,Independent secondary code. The experiment demonstrates that messages on a shared topic are accepted from a malicious publisher without reliable binding to the intended legitimate source.,,,,,,
TBD,ROSCallBaX: Statically Detecting Inconsistencies in Callback Function Setup of Robotic Systems,SEF,REL,CODE,Full,"ROSCallBaX detects incorrect compositions of callback execution elements, including callback deadlocks, using a single-threaded executor for callbacks intended to execute concurrently, assigning callback groups to incompatible or multiple executors, spinning an executor from multiple threads, spinning from inside callbacks, missing spin operations, multiple blocking spins, unsupported nested spins and callbacks disabled by prematurely destroyed local objects. These faults can prevent callbacks from executing, halt processing, introduce races or deadlocks, and increase response time. The tool detected 92 cases across forum-derived programs and public ROS projects with an 88.04% true-positive rate.","Sec. 2.2–2.4, pp. 5–8; Sec. 3.1–3.3, pp. 8–15; Tables 5–7, pp. 13–17; Sec. 4, pp. 15–20",IMP-FA,EP-OBS,"Primary and only defect code. The forum dataset contains reconstructed examples, while the project dataset provides observed inconsistencies in real public ROS code.",,,,,,
TBD,A Novel Solution for Securing Robot Communications Based on the MQTT Protocol and ROS,ROS1-LE,VUL,C,Full,"The paper identifies that native ROS communications transmit topic and service data in cleartext over TCP/IP or UDP/IP and therefore permit eavesdropping and interception. The proposed architecture routes remote communication through an MQTT Mosquitto broker configured with TLS and X.509 certificates, providing payload encryption. The authors implement the secured and unsecured configurations on three surveillance robots and measure the resulting connection delay, message throughput, and message rate.","Abstract and Sec. I, PDF p. 1; Sec. III, PDF p. 2; Sec. IV-A–B, PDF pp. 3–4, Fig. 1; Sec. V, PDF pp. 4–5, Tables I–III and Figs. 3–4; Sec. VI, PDF p. 6",IMP-DS,EP-OBS,"Full because encryption is a direct implemented and evaluated component of the method. The performance experiment does not itself prove resistance to eavesdropping, but it directly evaluates the deployed TLS-protected communication architecture. Internal ROS communications remain unencrypted, which the authors acknowledge as a limitation.",,,,,,
TBD,A Novel Solution for Securing Robot Communications Based on the MQTT Protocol and ROS,ROS1-LNA,VUL,I,Full,"The study explicitly identifies the absence of built-in ROS authentication as a weakness that allows remote, untrusted entities to access robot resources. In the proposed architecture, remote clients must authenticate to the MQTT broker using valid X.509 digital certificates before a secure channel with the robots can be established. The implemented experiments compare communication without authentication and certificates against communication with certificate-based client–server authentication.","Sec. I, PDF p. 1; Sec. II, PDF pp. 1–2; Sec. IV-A–B, PDF p. 3, Fig. 1; Sec. V, PDF p. 4; Sec. VI, PDF p. 6",IMP-DT,EP-OBS,"Full because authentication is not merely recommended: certificate-based authentication is implemented in the evaluated architecture. The paper does not test certificate forgery or authentication bypass, so the evidence demonstrates deployment of the control rather than adversarial robustness.",,,,,,
TBD,A Novel Solution for Securing Robot Communications Based on the MQTT Protocol and ROS,ROS1-UTA,VUL,I,Partial,"The paper states that default ROS access permits clients to publish and subscribe broadly and explains that MQTT Access Control Lists can restrict which clients may access particular topics and which actions they may perform. The architecture also prevents unauthenticated remote clients from directly reaching ROS topics. However, the experiments focus on TLS authentication, encryption, and performance and do not report a concrete ACL policy, an unauthorized publish/subscribe attempt, or topic-level authorization results.","Sec. II, PDF p. 1; Sec. III, PDF p. 2; Sec. IV-A–B, PDF p. 3; Sec. VI, PDF p. 6",IMP-DT,EP-CLAIM,"Partial because access control is an explicit architectural capability and security objective, but it is not separately instantiated and evaluated with an unauthorized topic or service operation. Authentication alone should not be treated as evidence of fine-grained authorization.",,,,,,
